year,n cattle,n beef,n dairy
2000,1864148,881761,565760
2001,1890182,898986,574569
2002,1886689,903239,566823
2003,1906608,920840,569141
2004,1934884,939903,578354
2005,1963956,959384,587945
2006,1985581,979405,589549
2007,2015905,999807,599471
2008,2046015,1020374,609014
2009,2067682,1041433,609622
2010,2072384,1045269,610488
2011,2102977,1066440,619910
2012,2134122,1088477,629018
