year,n small,n medium,n large
2000,8014,4402,990
2001,7956,4421,1029
2002,7954,4438,1014
2003,7906,4448,1052
2004,7846,4463,1097
2005,7791,4464,1151
2006,7743,4471,1192
2007,7688,4474,1244
2008,7645,4456,1305
2009,7597,4471,1338
2010,7582,4479,1345
2011,7548,4455,1403
2012,7507,4445,1454
