year,n small,n medium,n large
2000,8011,4404,991
2001,7952,4423,1031
2002,7949,4443,1014
2003,7904,4453,1049
2004,7843,4467,1096
2005,7790,4470,1146
2006,7747,4471,1188
2007,7690,4474,1242
2008,7645,4459,1302
2009,7593,4474,1339
2010,7584,4470,1352
2011,7545,4452,1409
2012,7509,4436,1461
