year,n small,n medium,n large
2000,8443,4178,785
2001,8830,3878,698
2002,9168,3637,601
2003,9392,3426,588
2004,9523,3287,596
2005,9594,3203,609
2006,9671,3126,609
2007,9762,3015,629
2008,9862,2908,636
2009,9941,2834,631
2010,10072,2733,601
2011,10159,2648,599
2012,10220,2572,614
