year,n small,n medium,n large
2000,8040,4388,978
2001,7963,4414,1029
2002,7965,4432,1009
2003,7903,4456,1047
2004,7814,4482,1110
2005,7727,4513,1166
2006,7671,4532,1203
2007,7595,4548,1263
2008,7521,4540,1345
2009,7443,4577,1386
2010,7438,4581,1387
2011,7364,4593,1449
2012,7284,4601,1521
