year,n cattle,n beef,n dairy
2000,1802802,847623,539170
2001,1790763,841603,533467
2002,1762163,829727,516934
2003,1759184,832422,511378
2004,1763862,836532,512065
2005,1768426,840336,512979
2006,1766825,844558,507293
2007,1772879,848688,509344
2008,1782549,855434,512367
2009,1780372,859206,506569
2010,1764085,848684,500957
2011,1765401,850401,500711
2012,1770847,855284,501367
