year,n cattle,n beef,n dairy
2000,1696405,776690,504963
2001,1599337,713082,472599
2002,1498173,656027,429187
2003,1444450,625895,406103
2004,1410743,605006,393645
2005,1386461,589809,384843
2006,1358582,577002,370050
2007,1339972,565965,362732
2008,1319284,555068,353220
2009,1297326,546981,339567
2010,1257836,523360,323966
2011,1243409,515147,317960
2012,1237667,512827,314659
