year,n cattle,n beef,n dairy
2000,1858606,877423,564556
2001,1932034,921741,593666
2002,1934504,932832,585045
2003,1986047,980312,589108
2004,2067089,1030588,619874
2005,2152631,1083674,652330
2006,2213282,1140116,656539
2007,2308230,1200075,691273
2008,2408686,1263786,728018
2009,2476161,1331219,728060
2010,2497510,1352402,728226
2011,2609440,1425077,767204
2012,2727348,1502121,807785
