year,n small,n medium,n large
2000,8188,4318,900
2001,8276,4224,906
2002,8397,4145,864
2003,8423,4089,894
2004,8435,4045,926
2005,8440,4005,961
2006,8461,3978,967
2007,8482,3916,1008
2008,8493,3858,1055
2009,8546,3789,1071
2010,8619,3733,1054
2011,8662,3668,1076
2012,8698,3594,1114
