year,n small,n medium,n large
2000,8424,4188,794
2001,8797,3900,709
2002,9127,3656,623
2003,9348,3447,611
2004,9480,3299,627
2005,9569,3200,637
2006,9643,3131,632
2007,9730,3019,657
2008,9837,2904,665
2009,9926,2814,666
2010,10045,2732,629
2011,10115,2656,635
2012,10184,2574,648
