year,n cattle,n beef,n dairy
2000,1863878,881706,565545
2001,1889881,898996,574258
2002,1886309,903421,566261
2003,1906214,921124,568463
2004,1934695,940402,577666
2005,1963936,960004,587305
2006,1985449,980191,588631
2007,2015995,1000964,598404
2008,2046218,1021839,607752
2009,2068167,1043101,608439
2010,2072808,1046841,609340
2011,2103603,1068249,618727
2012,2135054,1090604,627823
