year,n cattle,n beef,n dairy
2000,1692773,774613,503405
2001,1594260,709793,470807
2002,1489768,650796,426014
2003,1434108,619642,402013
2004,1397901,597180,388638
2005,1372381,581444,379140
2006,1342985,567764,363700
2007,1322686,555379,356069
2008,1301157,543731,346472
2009,1277845,534151,332989
2010,1239162,510390,318331
2011,1223383,501363,311781
2012,1215876,498104,307648
