year,n small,n medium,n large
2000,8014,4401,991
2001,7959,4416,1031
2002,7956,4432,1018
2003,7908,4444,1054
2004,7848,4461,1097
2005,7787,4471,1148
2006,7744,4477,1185
2007,7693,4484,1229
2008,7655,4466,1285
2009,7605,4483,1318
2010,7592,4486,1328
2011,7554,4472,1380
2012,7513,4460,1433
