year,n cattle,n beef,n dairy
2000,1798264,844957,537303
2001,1785074,838235,531142
2002,1746783,824985,506287
2003,1742178,826829,499949
2004,1745354,829977,500094
2005,1748706,833102,500473
2006,1745055,836006,494058
2007,1748770,838477,495439
2008,1756149,843640,497752
2009,1752605,845911,492086
2010,1734504,833752,486306
2011,1733611,834103,485214
2012,1736673,837429,485058
