year,n cattle,n beef,n dairy
2000,1798453,844845,537627
2001,1786843,839307,531883
2002,1749492,826990,507050
2003,1747240,830747,501163
2004,1753466,836112,502148
2005,1759883,841422,503418
2006,1759067,846876,497302
2007,1765856,851763,499359
2008,1776418,859260,502554
2009,1773499,863458,495627
2010,1752793,849935,488637
2011,1754051,851834,488190
2012,1761480,858501,489080
