year,n small,n medium,n large
2000,8014,4402,990
2001,7957,4415,1034
2002,7953,4436,1017
2003,7901,4446,1059
2004,7831,4466,1109
2005,7763,4476,1167
2006,7705,4487,1214
2007,7644,4481,1281
2008,7595,4458,1353
2009,7540,4474,1392
2010,7523,4475,1408
2011,7468,4455,1483
2012,7409,4443,1554
