year,n small,n medium,n large
2000,8016,4401,989
2001,7956,4419,1031
2002,7955,4438,1013
2003,7904,4448,1054
2004,7835,4467,1104
2005,7767,4479,1160
2006,7717,4485,1204
2007,7648,4488,1270
2008,7600,4460,1346
2009,7542,4476,1388
2010,7525,4479,1402
2011,7477,4449,1480
2012,7419,4438,1549
