year,n cattle,n beef,n dairy
2000,1682933,767245,501095
2001,1578542,698392,466756
2002,1469498,636444,420427
2003,1411305,603689,395536
2004,1374708,580851,382163
2005,1347619,564385,371854
2006,1316402,550231,355115
2007,1296023,537837,347423
2008,1272522,525301,336771
2009,1247081,515730,321168
2010,1191893,483684,298355
2011,1176473,475035,291820
2012,1173317,474666,289159
