year,n cattle,n beef,n dairy
2000,1797969,844749,537221
2001,1784595,837982,530921
2002,1745866,824510,505856
2003,1740977,826203,499387
2004,1743726,829067,499387
2005,1746753,831985,499646
2006,1743824,835415,493418
2007,1747807,838266,494677
2008,1754627,843183,496688
2009,1751225,845768,490853
2010,1733817,834374,484974
2011,1732742,834505,483921
2012,1736496,838323,483949
