year,n cattle,n beef,n dairy
2000,1860920,879657,564636
2001,1885200,895714,572859
2002,1878386,897951,563808
2003,1895535,913991,564917
2004,1921224,931388,573209
2005,1947332,948992,581713
2006,1965297,967046,581624
2007,1992252,985418,590207
2008,2018850,1003809,598414
2009,2038323,1022648,599048
2010,2040129,1023637,599865
2011,2067261,1042408,608226
2012,2094741,1061960,616154
