year,n small,n medium,n large
2000,8014,4402,990
2001,7957,4415,1034
2002,7955,4432,1019
2003,7906,4446,1054
2004,7842,4469,1095
2005,7786,4472,1148
2006,7741,4476,1189
2007,7688,4472,1246
2008,7640,4454,1312
2009,7592,4472,1342
2010,7581,4470,1355
2011,7547,4448,1411
2012,7506,4439,1461
