year,n small,n medium,n large
2000,8180,4319,907
2001,8267,4226,913
2002,8372,4150,884
2003,8403,4096,907
2004,8423,4041,942
2005,8417,4013,976
2006,8426,4011,969
2007,8455,3950,1001
2008,8473,3892,1041
2009,8512,3834,1060
2010,8574,3788,1044
2011,8619,3729,1058
2012,8647,3673,1086
