year,n small,n medium,n large
2000,8032,4391,983
2001,7848,4456,1102
2002,7831,4482,1093
2003,7699,4518,1189
2004,7528,4544,1334
2005,7366,4546,1494
2006,7233,4575,1598
2007,7043,4583,1780
2008,6870,4554,1982
2009,6748,4546,2112
2010,6717,4550,2139
2011,6522,4484,2400
2012,6340,4432,2634
