year,n cattle,n beef,n dairy
2000,1851793,872384,562782
2001,1886912,896928,573357
2002,1881039,901979,562433
2003,1907518,927010,563881
2004,1943643,952797,574219
2005,1981238,979541,585070
2006,2008915,1007191,585097
2007,2048186,1035544,596015
2008,2088868,1064933,607308
2009,2118727,1094782,607318
2010,2119904,1095859,607418
2011,2160834,1125586,618621
2012,2202002,1156226,629149
