year,n small,n medium,n large
2000,8029,4394,983
2001,7865,4448,1093
2002,7845,4478,1083
2003,7732,4501,1173
2004,7580,4523,1303
2005,7440,4506,1460
2006,7327,4523,1556
2007,7168,4529,1709
2008,7026,4515,1865
2009,6918,4534,1954
2010,6896,4527,1983
2011,6736,4502,2168
2012,6596,4447,2363
