year,n small,n medium,n large
2000,8426,4187,793
2001,8800,3896,710
2002,9139,3643,624
2003,9352,3447,607
2004,9479,3302,625
2005,9557,3209,640
2006,9628,3135,643
2007,9718,3023,665
2008,9825,2907,674
2009,9920,2812,674
2010,10044,2724,638
2011,10125,2641,640
2012,10175,2578,653
