year,n cattle,n beef,n dairy
2000,1697014,777136,505128
2001,1600830,714027,473158
2002,1500618,657175,430501
2003,1447181,627022,407724
2004,1413420,605867,395487
2005,1389380,590834,386768
2006,1361440,577712,372239
2007,1343479,567016,365216
2008,1323268,556082,356213
2009,1301176,547407,343033
2010,1262621,524473,327678
2011,1248220,516616,321323
2012,1242400,514589,317642
