year,n cattle,n beef,n dairy
2000,1696667,776788,505132
2001,1600182,713568,472958
2002,1499208,656425,429829
2003,1445311,626137,406721
2004,1411579,605164,394312
2005,1387441,590068,385555
2006,1358989,576786,370680
2007,1340156,565400,363493
2008,1318874,553558,354329
2009,1296202,544489,340961
2010,1256817,520792,325545
2011,1242602,513001,319312
2012,1237124,510972,315981
