year,n cattle,n beef,n dairy
2000,1682922,767193,501136
2001,1578380,698243,466744
2002,1469140,636196,420318
2003,1410732,603358,395296
2004,1373755,580374,381691
2005,1346420,563820,371225
2006,1314682,549452,354180
2007,1294043,536886,346401
2008,1270236,524193,335601
2009,1244702,514509,320019
2010,1188899,481993,297064
2011,1173094,473172,290317
2012,1168311,471986,286858
