year,n cattle,n beef,n dairy
2000,1683144,767339,501210
2001,1578738,698510,466832
2002,1469556,636566,420362
2003,1411132,603777,395275
2004,1374165,580863,381609
2005,1346764,564347,371039
2006,1314940,550011,353876
2007,1294239,537521,345959
2008,1270057,524932,334680
2009,1244722,515375,319169
2010,1188817,482847,296122
2011,1172856,474009,289235
2012,1168489,473007,286003
