year,n small,n medium,n large
2000,8042,4386,978
2001,7962,4415,1029
2002,7963,4434,1009
2003,7905,4455,1046
2004,7814,4485,1107
2005,7732,4510,1164
2006,7671,4530,1205
2007,7592,4551,1263
2008,7515,4555,1336
2009,7438,4594,1374
2010,7432,4600,1374
2011,7360,4603,1443
2012,7283,4605,1518
