year,n small,n medium,n large
2000,8429,4183,794
2001,8809,3888,709
2002,9143,3643,620
2003,9360,3438,608
2004,9482,3303,621
2005,9560,3213,633
2006,9643,3125,638
2007,9740,3013,653
2008,9861,2886,659
2009,9959,2789,658
2010,10081,2695,630
2011,10143,2627,636
2012,10200,2557,649
