year,n cattle,n beef,n dairy
2000,1798277,844727,537569
2001,1786615,839184,531778
2002,1749244,826868,506924
2003,1746909,830620,500959
2004,1753145,836034,501905
2005,1759481,841297,503141
2006,1758564,846681,496994
2007,1765331,851542,499055
2008,1776049,859073,502372
2009,1773301,863413,495474
2010,1752592,849981,488390
2011,1753946,851978,487941
2012,1761693,858412,489378
