year,n small,n medium,n large
2000,8022,4398,986
2001,7966,4415,1025
2002,7970,4429,1007
2003,7932,4437,1037
2004,7875,4455,1076
2005,7819,4468,1119
2006,7781,4468,1157
2007,7727,4475,1204
2008,7686,4465,1255
2009,7635,4494,1277
2010,7624,4501,1281
2011,7588,4474,1344
2012,7549,4460,1397
