year,n cattle,n beef,n dairy
2000,1803110,847855,539245
2001,1791389,842201,533488
2002,1762842,830529,516804
2003,1760175,833448,511332
2004,1765375,837983,512113
2005,1770504,842379,512997
2006,1768606,846329,507290
2007,1773824,849911,509058
2008,1783129,856419,511956
2009,1780269,859789,505877
2010,1762911,848658,499813
2011,1762862,849873,498705
2012,1767851,854592,499072
