year,n cattle,n beef,n dairy
2000,1851859,872424,562808
2001,1886898,896919,573352
2002,1880916,901876,562413
2003,1907541,927033,563881
2004,1943912,952990,574295
2005,1981686,979884,585175
2006,2009635,1007844,585164
2007,2049355,1036637,596091
2008,2090625,1066721,607277
2009,2121307,1097407,607273
2010,2122481,1098488,607366
2011,2164626,1129656,618343
2012,2206725,1161434,628664
