year,n small,n medium,n large
2000,8460,4166,780
2001,8866,3854,686
2002,9235,3579,592
2003,9469,3356,581
2004,9606,3191,609
2005,9696,3092,618
2006,9776,3009,621
2007,9873,2891,642
2008,9985,2766,655
2009,10089,2660,657
2010,10254,2557,595
2011,10336,2472,598
2012,10390,2399,617
