year,n small,n medium,n large
2000,8195,4312,899
2001,8283,4217,906
2002,8410,4134,862
2003,8438,4085,883
2004,8453,4045,908
2005,8462,4010,934
2006,8485,3987,934
2007,8507,3925,974
2008,8525,3876,1005
2009,8558,3837,1011
2010,8620,3783,1003
2011,8654,3736,1016
2012,8677,3692,1037
