year,n small,n medium,n large
2000,8031,4393,982
2001,7845,4460,1101
2002,7830,4481,1095
2003,7704,4504,1198
2004,7525,4538,1343
2005,7359,4546,1501
2006,7232,4559,1615
2007,7048,4547,1811
2008,6870,4520,2016
2009,6739,4505,2162
2010,6711,4488,2207
2011,6521,4431,2454
2012,6346,4361,2699
