year,n cattle,n beef,n dairy
2000,1682997,767280,501122
2001,1578500,698379,466724
2002,1469226,636351,420246
2003,1410799,603567,395151
2004,1373874,580662,381518
2005,1346372,564088,370908
2006,1314560,549810,353702
2007,1293970,537381,345837
2008,1270317,524994,334886
2009,1245133,515614,319349
2010,1189578,483480,296259
2011,1173772,474726,289443
2012,1168658,473390,285803
