year,n small,n medium,n large
2000,8029,4392,985
2001,7857,4450,1099
2002,7844,4474,1088
2003,7731,4504,1171
2004,7580,4522,1304
2005,7439,4526,1441
2006,7324,4549,1533
2007,7167,4546,1693
2008,7020,4551,1835
2009,6908,4556,1942
2010,6886,4549,1971
2011,6739,4504,2163
2012,6597,4464,2345
