year,n cattle,n beef,n dairy
2000,1696127,776503,504882
2001,1599591,713258,472694
2002,1498471,656081,429458
2003,1444777,625732,406619
2004,1411022,604589,394365
2005,1387295,589531,385980
2006,1359970,577004,371466
2007,1341760,565953,364566
2008,1321381,554953,355468
2009,1298114,545806,341584
2010,1258723,522134,326138
2011,1244782,514257,320276
2012,1239275,512032,317111
