year,n cattle,n beef,n dairy
2000,1864091,881809,565655
2001,1890106,899041,574438
2002,1886579,903339,566613
2003,1906417,920861,568929
2004,1934439,939628,578184
2005,1963264,958861,587776
2006,1984542,978675,589240
2007,2014513,998919,598967
2008,2043942,1019257,608058
2009,2065244,1039990,608627
2010,2070078,1043973,609478
2011,2099829,1064787,618415
2012,2130077,1086450,627000
