year,n small,n medium,n large
2000,8432,4180,794
2001,8811,3882,713
2002,9140,3643,623
2003,9359,3436,611
2004,9487,3293,626
2005,9562,3209,635
2006,9647,3126,633
2007,9732,3025,649
2008,9841,2906,659
2009,9932,2803,671
2010,10051,2716,639
2011,10121,2652,633
2012,10170,2590,646
