year,n small,n medium,n large
2000,8016,4403,987
2001,7954,4421,1031
2002,7948,4443,1015
2003,7897,4452,1057
2004,7829,4467,1110
2005,7762,4478,1166
2006,7707,4489,1210
2007,7644,4483,1279
2008,7595,4451,1360
2009,7534,4470,1402
2010,7519,4474,1413
2011,7471,4449,1486
2012,7411,4430,1565
