year,n cattle,n beef,n dairy
2000,1798181,844909,537269
2001,1785048,838270,531086
2002,1746524,824943,506078
2003,1741698,826698,499613
2004,1744793,829855,499670
2005,1747841,832820,499907
2006,1744046,835682,493393
2007,1747356,838074,494451
2008,1754896,843288,496878
2009,1751565,845577,491418
2010,1733795,833574,485806
2011,1732877,833720,484901
2012,1737101,837663,485281
