#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.043	0.993
00241	0.042	0.997
00242	0.041	0.997
00243	0.041	0.997
00244	0.040	0.997
00245	0.039	0.993
00246	0.039	0.986
00247	0.038	0.977
00248	0.038	0.974
00249	0.037	0.970
00250	0.037	0.970
00251	0.037	0.969
00252	0.037	0.974
00253	0.037	0.976
00254	0.037	0.976
00255	0.036	0.979
00256	0.036	0.980
00257	0.036	0.986
00258	0.036	0.981
00259	0.036	0.981
00260	0.036	0.979
00261	0.036	0.976
00262	0.035	0.971
00263	0.035	0.972
00264	0.035	0.974
00265	0.035	0.971
00266	0.034	0.972
00267	0.034	0.973
00268	0.034	0.972
00269	0.034	0.972
00270	0.033	0.978
00271	0.031	0.978
00272	0.030	0.975
00273	0.030	0.975
00274	0.029	0.979
00275	0.029	0.980
00276	0.029	0.980
00277	0.029	0.978
00278	0.030	0.976
00279	0.030	0.976
00280	0.031	0.974
00281	0.031	0.978
00282	0.029	0.982
00283	0.029	0.984
00284	0.030	0.986
00285	0.030	0.990
00286	0.030	0.995
00287	0.030	0.998
00288	0.030	1.000
00289	0.030	0.999
00290	0.030	1.001
00291	0.030	1.000
00292	0.031	1.001
00293	0.031	0.999
00294	0.031	0.999
00295	0.031	0.999
00296	0.031	1.000
00297	0.031	1.000
00298	0.031	1.000
00299	0.031	1.001
00300	0.032	1.000
00301	0.032	1.000
00302	0.032	1.000
00303	0.032	1.000
00304	0.032	1.001
00305	0.032	1.000
00306	0.032	1.002
00307	0.032	1.001
00308	0.032	1.000
00309	0.032	1.000
00310	0.032	1.000
00311	0.032	1.000
00312	0.032	1.000
00313	0.032	1.000
00314	0.033	0.999
00315	0.033	1.001
00316	0.033	0.995
00317	0.033	1.002
00318	0.033	0.997
00319	0.033	1.002
00320	0.034	1.000
