#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.042	0.932
00241	0.042	0.937
00242	0.041	0.939
00243	0.041	0.946
00244	0.041	0.950
00245	0.040	0.956
00246	0.040	0.959
00247	0.039	0.964
00248	0.039	0.971
00249	0.038	0.976
00250	0.038	0.977
00251	0.038	0.980
00252	0.038	0.981
00253	0.037	0.986
00254	0.037	0.988
00255	0.037	0.993
00256	0.036	0.990
00257	0.036	0.986
00258	0.036	0.980
00259	0.035	0.975
00260	0.035	0.970
00261	0.035	0.964
00262	0.035	0.963
00263	0.035	0.957
00264	0.035	0.954
00265	0.035	0.948
00266	0.034	0.946
00267	0.033	0.944
00268	0.033	0.944
00269	0.033	0.944
00270	0.032	0.947
00271	0.032	0.952
00272	0.032	0.958
00273	0.032	0.964
00274	0.032	0.964
00275	0.032	0.961
00276	0.032	0.958
00277	0.032	0.959
00278	0.032	0.961
00279	0.032	0.967
00280	0.032	0.970
00281	0.032	0.974
00282	0.032	0.977
00283	0.032	0.981
00284	0.032	0.984
00285	0.032	0.989
00286	0.032	0.993
00287	0.032	0.998
00288	0.032	0.999
00289	0.032	1.001
00290	0.033	1.001
00291	0.033	1.000
00292	0.033	1.002
00293	0.033	1.001
00294	0.033	1.002
00295	0.033	1.001
00296	0.033	1.002
00297	0.033	1.001
00298	0.033	1.001
00299	0.033	1.002
00300	0.034	0.999
00301	0.034	0.999
00302	0.034	0.999
00303	0.034	0.998
00304	0.034	0.998
00305	0.034	0.996
00306	0.035	0.997
00307	0.035	0.996
00308	0.035	0.997
00309	0.035	0.995
00310	0.035	0.996
00311	0.035	0.997
00312	0.035	0.998
00313	0.036	0.996
00314	0.036	0.996
00315	0.036	0.997
00316	0.036	0.998
00317	0.036	0.997
00318	0.037	0.999
00319	0.037	0.998
00320	0.037	1.001
