#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.027	0.937
00241	0.027	0.943
00242	0.027	0.959
00243	0.027	0.960
00244	0.026	0.964
00245	0.026	0.963
00246	0.026	0.966
00247	0.026	0.968
00248	0.026	0.978
00249	0.026	0.993
00250	0.027	0.999
00251	0.027	1.001
00252	0.027	1.000
00253	0.026	0.998
00254	0.026	0.999
00255	0.026	1.000
00256	0.026	1.000
00257	0.034	0.999
00258	0.034	1.000
00259	0.034	0.999
00260	0.034	0.998
00261	0.034	0.994
00262	0.035	0.983
00263	0.035	0.970
00264	0.035	0.957
00265	0.036	0.937
00266	0.036	0.916
00267	0.036	0.902
00268	0.036	0.900
00269	0.036	0.903
00270	0.036	0.903
00271	0.037	0.910
00272	0.037	0.919
00273	0.036	0.929
00274	0.036	0.940
00275	0.036	0.955
00276	0.037	0.971
00277	0.037	0.984
00278	0.037	0.989
00279	0.037	0.993
00280	0.037	0.995
00281	0.037	0.995
00282	0.037	0.997
00283	0.037	0.997
00284	0.037	0.998
00285	0.038	0.998
00286	0.038	0.998
00287	0.038	0.998
00288	0.038	0.998
00289	0.038	0.995
00290	0.038	0.994
00291	0.039	0.994
00292	0.039	0.992
00293	0.039	0.989
00294	0.039	0.986
00295	0.039	0.987
00296	0.039	0.987
00297	0.039	0.988
00298	0.039	0.987
00299	0.039	0.988
00300	0.038	0.987
00301	0.038	0.987
00302	0.038	0.985
00303	0.037	0.986
00304	0.037	0.986
00305	0.037	0.985
00306	0.036	0.987
00307	0.035	0.987
00308	0.035	0.989
00309	0.034	0.990
00310	0.034	0.992
00311	0.033	0.993
00312	0.033	0.996
00313	0.033	0.997
00314	0.032	0.999
00315	0.032	1.000
00316	0.032	0.997
00317	0.032	1.002
00318	0.032	0.996
00319	0.032	1.001
00320	0.032	0.992
