#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.040	0.996
00241	0.040	0.995
00242	0.039	0.996
00243	0.039	0.994
00244	0.038	0.991
00245	0.038	0.987
00246	0.038	0.981
00247	0.038	0.974
00248	0.037	0.974
00249	0.036	0.971
00250	0.036	0.973
00251	0.037	0.973
00252	0.037	0.977
00253	0.037	0.979
00254	0.036	0.979
00255	0.036	0.981
00256	0.036	0.978
00257	0.035	0.979
00258	0.035	0.974
00259	0.035	0.975
00260	0.035	0.972
00261	0.034	0.973
00262	0.034	0.966
00263	0.034	0.964
00264	0.033	0.958
00265	0.033	0.950
00266	0.033	0.943
00267	0.032	0.932
00268	0.032	0.925
00269	0.032	0.922
00270	0.031	0.916
00271	0.031	0.915
00272	0.030	0.924
00273	0.030	0.932
00274	0.030	0.940
00275	0.030	0.948
00276	0.030	0.954
00277	0.030	0.957
00278	0.031	0.964
00279	0.031	0.967
00280	0.031	0.973
00281	0.031	0.978
00282	0.030	0.980
00283	0.030	0.982
00284	0.030	0.987
00285	0.030	0.986
00286	0.030	0.988
00287	0.030	0.989
00288	0.030	0.992
00289	0.030	0.991
00290	0.030	0.992
00291	0.030	0.994
00292	0.031	0.996
00293	0.031	0.998
00294	0.031	0.996
00295	0.031	0.995
00296	0.031	0.997
00297	0.031	0.998
00298	0.031	0.997
00299	0.031	0.998
00300	0.031	0.997
00301	0.031	0.998
00302	0.031	0.997
00303	0.031	0.997
00304	0.031	0.997
00305	0.031	1.000
00306	0.031	0.999
00307	0.031	1.000
00308	0.031	0.998
00309	0.031	0.999
00310	0.031	1.001
00311	0.031	0.998
00312	0.032	0.999
00313	0.032	0.998
00314	0.032	1.001
00315	0.032	0.998
00316	0.033	0.997
00317	0.033	0.998
00318	0.033	0.999
00319	0.033	1.002
00320	0.034	0.996
