#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.045	0.983
00241	0.044	0.985
00242	0.044	0.987
00243	0.043	0.989
00244	0.043	0.989
00245	0.042	0.990
00246	0.042	0.992
00247	0.041	0.991
00248	0.040	0.991
00249	0.040	0.992
00250	0.039	0.992
00251	0.039	0.989
00252	0.039	0.986
00253	0.039	0.984
00254	0.039	0.983
00255	0.039	0.980
00256	0.038	0.982
00257	0.038	0.981
00258	0.038	0.974
00259	0.037	0.972
00260	0.037	0.970
00261	0.037	0.966
00262	0.035	0.967
00263	0.035	0.965
00264	0.034	0.967
00265	0.033	0.963
00266	0.033	0.957
00267	0.032	0.953
00268	0.032	0.954
00269	0.032	0.956
00270	0.031	0.958
00271	0.031	0.962
00272	0.030	0.967
00273	0.030	0.972
00274	0.031	0.977
00275	0.031	0.979
00276	0.031	0.982
00277	0.031	0.983
00278	0.031	0.987
00279	0.031	0.987
00280	0.031	0.987
00281	0.031	0.992
00282	0.030	0.992
00283	0.030	0.991
00284	0.030	0.995
00285	0.030	0.994
00286	0.030	0.995
00287	0.030	0.994
00288	0.029	0.996
00289	0.029	0.996
00290	0.029	0.999
00291	0.029	0.997
00292	0.028	0.999
00293	0.028	0.999
00294	0.028	0.998
00295	0.027	0.996
00296	0.027	1.000
00297	0.027	0.997
00298	0.027	1.000
00299	0.026	0.998
00300	0.026	0.999
00301	0.026	0.998
00302	0.026	0.999
00303	0.026	0.998
00304	0.026	1.001
00305	0.027	1.001
00306	0.027	1.001
00307	0.027	1.000
00308	0.027	0.999
00309	0.028	0.999
00310	0.028	1.000
00311	0.029	0.999
00312	0.029	0.998
00313	0.029	1.000
00314	0.030	0.996
00315	0.030	0.997
00316	0.031	0.996
00317	0.032	0.998
00318	0.032	0.996
00319	0.033	0.997
00320	0.033	0.994
