#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.023	0.882
00241	0.023	0.897
00242	0.023	0.918
00243	0.023	0.933
00244	0.022	0.944
00245	0.022	0.957
00246	0.022	0.957
00247	0.022	0.964
00248	0.023	0.968
00249	0.023	0.976
00250	0.023	0.980
00251	0.024	0.984
00252	0.024	0.982
00253	0.024	0.983
00254	0.024	0.989
00255	0.024	0.993
00256	0.024	1.000
00257	0.032	1.000
00258	0.032	1.001
00259	0.032	1.000
00260	0.032	0.999
00261	0.032	0.997
00262	0.032	0.997
00263	0.032	0.999
00264	0.032	0.994
00265	0.032	0.988
00266	0.033	0.971
00267	0.033	0.960
00268	0.033	0.936
00269	0.033	0.929
00270	0.033	0.924
00271	0.033	0.930
00272	0.033	0.934
00273	0.033	0.942
00274	0.033	0.944
00275	0.033	0.950
00276	0.032	0.960
00277	0.032	0.970
00278	0.033	0.982
00279	0.033	0.990
00280	0.033	0.994
00281	0.033	0.999
00282	0.034	0.998
00283	0.034	1.000
00284	0.034	1.001
00285	0.034	1.000
00286	0.034	0.999
00287	0.034	1.000
00288	0.034	1.000
00289	0.034	1.000
00290	0.034	0.999
00291	0.034	0.998
00292	0.034	0.996
00293	0.034	0.990
00294	0.034	0.985
00295	0.034	0.980
00296	0.034	0.976
00297	0.034	0.973
00298	0.033	0.970
00299	0.033	0.968
00300	0.033	0.964
00301	0.033	0.952
00302	0.033	0.946
00303	0.033	0.938
00304	0.032	0.941
00305	0.032	0.941
00306	0.032	0.949
00307	0.032	0.949
00308	0.031	0.958
00309	0.031	0.957
00310	0.031	0.966
00311	0.030	0.973
00312	0.030	0.985
00313	0.030	0.994
00314	0.030	1.000
00315	0.029	1.000
00316	0.029	0.996
00317	0.029	1.002
00318	0.029	0.995
00319	0.028	1.002
00320	0.028	0.995
